分类,名称,型号,图片数,粒子系统数,独立目录,源包
飞机图标,Yak-3,yak3,1,0,battle-assets/飞机图标/aircrafticon__yak3,aircrafticon/yak3
飞机图标,Yak-7,yak7,1,0,battle-assets/飞机图标/aircrafticon__yak7,aircrafticon/yak7
飞机图标,【2025荷兰SP活动剧情】我方北联航母蛋船 战斗机,yak9k,1,0,battle-assets/飞机图标/aircrafticon__yak9k,aircrafticon/yak9k
飞机图标,萤火虫,yinghuochong,1,0,battle-assets/飞机图标/aircrafticon__yinghuochong,aircrafticon/yinghuochong
飞机图标,萤火虫(1771中队),yinghuochong1771,1,0,battle-assets/飞机图标/aircrafticon__yinghuochong1771,aircrafticon/yinghuochong1771
飞机图标,默认皇家轰炸机,zeiou,1,0,battle-assets/飞机图标/aircrafticon__zeiou,aircrafticon/zeiou
飞机图标,【大世界】仲裁机关_塞壬战斗机lv1,zhongcai_plane1,1,0,battle-assets/飞机图标/aircrafticon__zhongcai_plane1,aircrafticon/zhongcai_plane1
飞机图标,【大世界】仲裁机关_塞壬鱼雷机lv1,zhongcai_plane2,1,0,battle-assets/飞机图标/aircrafticon__zhongcai_plane2,aircrafticon/zhongcai_plane2
飞机图标,紫电改二,zidiangaier,1,0,battle-assets/飞机图标/aircrafticon__zidiangaier,aircrafticon/zidiangaier
飞机图标,试作型紫电改四,zidiangaisi,1,0,battle-assets/飞机图标/aircrafticon__zidiangaisi,aircrafticon/zidiangaisi
炮弹,3rd_material,3rd_material,1,0,battle-assets/炮弹/artresource__item__bulletall__3rd__3rd_material,artresource/item/bulletall/3rd/3rd_material
炮弹,90511,90511,1,0,battle-assets/炮弹/artresource__item__bulletall__90511,artresource/item/bulletall/90511
炮弹,anniupaodan_material,anniupaodan_material,1,0,battle-assets/炮弹/artresource__item__bulletall__anniupaodan__anniupaodan_material,artresource/item/bulletall/anniupaodan/anniupaodan_material
炮弹,biandangpaodan_material,biandangpaodan_material,1,0,battle-assets/炮弹/artresource__item__bulletall__biandangpaodan__biandangpaodan_material,artresource/item/bulletall/biandangpaodan/biandangpaodan_material
炮弹,bilibilibullet01,bilibilibullet01,1,0,battle-assets/炮弹/artresource__item__bulletall__bilibilibullet01,artresource/item/bulletall/bilibilibullet01
炮弹,bilibilibullet02,bilibilibullet02,1,0,battle-assets/炮弹/artresource__item__bulletall__bilibilibullet02,artresource/item/bulletall/bilibilibullet02
炮弹,bilibilibullet03,bilibilibullet03,1,0,battle-assets/炮弹/artresource__item__bulletall__bilibilibullet03,artresource/item/bulletall/bilibilibullet03
炮弹,bilibilibullet04,bilibilibullet04,1,0,battle-assets/炮弹/artresource__item__bulletall__bilibilibullet04,artresource/item/bulletall/bilibilibullet04
炮弹,bilibilibullet05,bilibilibullet05,1,0,battle-assets/炮弹/artresource__item__bulletall__bilibilibullet05,artresource/item/bulletall/bilibilibullet05
炮弹,bilibilibullet06,bilibilibullet06,1,0,battle-assets/炮弹/artresource__item__bulletall__bilibilibullet06,artresource/item/bulletall/bilibilibullet06
炮弹,bilibilibullet07,bilibilibullet07,1,0,battle-assets/炮弹/artresource__item__bulletall__bilibilibullet07,artresource/item/bulletall/bilibilibullet07
炮弹,bilibilibullet08,bilibilibullet08,1,0,battle-assets/炮弹/artresource__item__bulletall__bilibilibullet08,artresource/item/bulletall/bilibilibullet08
炮弹,bilibilibullet09,bilibilibullet09,1,0,battle-assets/炮弹/artresource__item__bulletall__bilibilibullet09,artresource/item/bulletall/bilibilibullet09
炮弹,bingzhui,bingzhui,1,0,battle-assets/炮弹/artresource__item__bulletall__bingzhui,artresource/item/bulletall/bingzhui
炮弹,bingzhui_1,bingzhui_1,1,0,battle-assets/炮弹/artresource__item__bulletall__bingzhui_1,artresource/item/bulletall/bingzhui_1
炮弹,bomberbomb2000lb,bomberbomb2000lb,1,0,battle-assets/炮弹/artresource__item__bulletall__bomberbomb2000lb,artresource/item/bulletall/bomberbomb2000lb
炮弹,bomberbomb500lb,bomberbomb500lb,1,0,battle-assets/炮弹/artresource__item__bulletall__bomberbomb500lb,artresource/item/bulletall/bomberbomb500lb
炮弹,bulipaodan_material,bulipaodan_material,1,0,battle-assets/炮弹/artresource__item__bulletall__bulipaodan__bulipaodan_material,artresource/item/bulletall/bulipaodan/bulipaodan_material
炮弹,bulizidan_material,bulizidan_material,1,0,battle-assets/炮弹/artresource__item__bulletall__bulizidan__bulizidan_material,artresource/item/bulletall/bulizidan/bulizidan_material
炮弹,bulizidan_skeletondata,bulizidan_skeletondata,0,0,battle-assets/炮弹/artresource__item__bulletall__bulizidan__bulizidan_skeletondata,artresource/item/bulletall/bulizidan/bulizidan_skeletondata
炮弹,bullet5,bullet5,1,0,battle-assets/炮弹/artresource__item__bulletall__bullet5,artresource/item/bulletall/bullet5
炮弹,bullet7,bullet7,1,0,battle-assets/炮弹/artresource__item__bulletall__bullet7,artresource/item/bulletall/bullet7
炮弹,bullet_elf_ice,bullet_elf_ice,1,0,battle-assets/炮弹/artresource__item__bulletall__bullet_elf_ice,artresource/item/bulletall/bullet_elf_ice
炮弹,bullet_guanglun01_material,bullet_guanglun01_material,1,0,battle-assets/炮弹/artresource__item__bulletall__bullet_guanglun__bullet_guanglun01_material,artresource/item/bulletall/bullet_guanglun/bullet_guanglun01_material
炮弹,bullet_guanglun02_material,bullet_guanglun02_material,1,0,battle-assets/炮弹/artresource__item__bulletall__bullet_guanglun__bullet_guanglun02_material,artresource/item/bulletall/bullet_guanglun/bullet_guanglun02_material
炮弹,bullet_guanglun03_material,bullet_guanglun03_material,1,0,battle-assets/炮弹/artresource__item__bulletall__bullet_guanglun__bullet_guanglun03_material,artresource/item/bulletall/bullet_guanglun/bullet_guanglun03_material
炮弹,bullet_guanglun04_material,bullet_guanglun04_material,1,0,battle-assets/炮弹/artresource__item__bulletall__bullet_guanglun__bullet_guanglun04_material,artresource/item/bulletall/bullet_guanglun/bullet_guanglun04_material
炮弹,bullet_sailship,bullet_sailship,1,0,battle-assets/炮弹/artresource__item__bulletall__bullet_sailship,artresource/item/bulletall/bullet_sailship
炮弹,bullet_baihu,bullet_baihu,1,0,battle-assets/炮弹/artresource__item__bulletall__bulletch_sp__bullet_baihu,artresource/item/bulletall/bulletch_sp/bullet_baihu
炮弹,bullet_qinglong,bullet_qinglong,1,0,battle-assets/炮弹/artresource__item__bulletall__bulletch_sp__bullet_qinglong,artresource/item/bulletall/bulletch_sp/bullet_qinglong
炮弹,bullet_xuanwu,bullet_xuanwu,1,0,battle-assets/炮弹/artresource__item__bulletall__bulletch_sp__bullet_xuanwu,artresource/item/bulletall/bulletch_sp/bullet_xuanwu
炮弹,bullet_zhuque,bullet_zhuque,1,0,battle-assets/炮弹/artresource__item__bulletall__bulletch_sp__bullet_zhuque,artresource/item/bulletall/bulletch_sp/bullet_zhuque
飞机,distort_plane01,distort_plane01,0,0,battle-assets/飞机/artresource__item__bulletall__bulletch_sp__distort_plane01,artresource/item/bulletall/bulletch_sp/distort_plane01
炮弹,fire_01,fire_01,1,0,battle-assets/炮弹/artresource__item__bulletall__bulletch_sp__fire_01,artresource/item/bulletall/bulletch_sp/fire_01
炮弹,half sphere001,half sphere001,0,0,battle-assets/炮弹/artresource__item__bulletall__bulletch_sp__half_sphere001,artresource/item/bulletall/bulletch_sp/half sphere001
炮弹,mask_01,mask_01,1,0,battle-assets/炮弹/artresource__item__bulletall__bulletch_sp__mask_01,artresource/item/bulletall/bulletch_sp/mask_01
炮弹,mask_02,mask_02,5,0,battle-assets/炮弹/artresource__item__bulletall__bulletch_sp__mask_02,artresource/item/bulletall/bulletch_sp/mask_02
炮弹,mask_03,mask_03,1,0,battle-assets/炮弹/artresource__item__bulletall__bulletch_sp__mask_03,artresource/item/bulletall/bulletch_sp/mask_03
炮弹,fire_01,fire_01,0,0,battle-assets/炮弹/artresource__item__bulletall__bulletch_sp__materials__fire_01,artresource/item/bulletall/bulletch_sp/materials/fire_01
炮弹,thunder_02,thunder_02,1,0,battle-assets/炮弹/artresource__item__bulletall__bulletch_sp__materials__thunder_02,artresource/item/bulletall/bulletch_sp/materials/thunder_02
炮弹,thunder_03,thunder_03,1,0,battle-assets/炮弹/artresource__item__bulletall__bulletch_sp__materials__thunder_03,artresource/item/bulletall/bulletch_sp/materials/thunder_03
炮弹,water_03,water_03,0,0,battle-assets/炮弹/artresource__item__bulletall__bulletch_sp__materials__water_03,artresource/item/bulletall/bulletch_sp/materials/water_03
炮弹,wave_01,wave_01,0,0,battle-assets/炮弹/artresource__item__bulletall__bulletch_sp__materials__wave_01,artresource/item/bulletall/bulletch_sp/materials/wave_01
炮弹,wave_02,wave_02,0,0,battle-assets/炮弹/artresource__item__bulletall__bulletch_sp__materials__wave_02,artresource/item/bulletall/bulletch_sp/materials/wave_02
炮弹,water_03,water_03,1,0,battle-assets/炮弹/artresource__item__bulletall__bulletch_sp__water_03,artresource/item/bulletall/bulletch_sp/water_03
炮弹,wave_01,wave_01,1,0,battle-assets/炮弹/artresource__item__bulletall__bulletch_sp__wave_01,artresource/item/bulletall/bulletch_sp/wave_01
炮弹,caishen_material,caishen_material,1,0,battle-assets/炮弹/artresource__item__bulletall__caishen__caishen_material,artresource/item/bulletall/caishen/caishen_material
炮弹,chabeizidan_material,chabeizidan_material,1,0,battle-assets/炮弹/artresource__item__bulletall__chabeizidan__chabeizidan_material,artresource/item/bulletall/chabeizidan/chabeizidan_material
炮弹,chonglangjiu_material,chonglangjiu_material,1,0,battle-assets/炮弹/artresource__item__bulletall__chonglangjiu__chonglangjiu_material,artresource/item/bulletall/chonglangjiu/chonglangjiu_material
炮弹,chuanmao,chuanmao,1,0,battle-assets/炮弹/artresource__item__bulletall__chuanmao__chuanmao,artresource/item/bulletall/chuanmao/chuanmao
炮弹,chuansong_material,chuansong_material,1,0,battle-assets/炮弹/artresource__item__bulletall__chuansong__chuansong_material,artresource/item/bulletall/chuansong/chuansong_material
炮弹,chuitou_material,chuitou_material,1,0,battle-assets/炮弹/artresource__item__bulletall__chuitou__chuitou_material,artresource/item/bulletall/chuitou/chuitou_material
炮弹,chuitou_skeletondata,chuitou_skeletondata,0,0,battle-assets/炮弹/artresource__item__bulletall__chuitou__chuitou_skeletondata,artresource/item/bulletall/chuitou/chuitou_skeletondata
炮弹,chuizi_material,chuizi_material,1,0,battle-assets/炮弹/artresource__item__bulletall__chuizi__chuizi_material,artresource/item/bulletall/chuizi/chuizi_material
炮弹,cowboy_material,cowboy_material,1,0,battle-assets/炮弹/artresource__item__bulletall__cowboy__cowboy_material,artresource/item/bulletall/cowboy/cowboy_material
炮弹,dabenzhongpaodan_material,dabenzhongpaodan_material,1,0,battle-assets/炮弹/artresource__item__bulletall__dabenzhongpaodan__dabenzhongpaodan_material,artresource/item/bulletall/dabenzhongpaodan/dabenzhongpaodan_material
炮弹,daodan,daodan,1,0,battle-assets/炮弹/artresource__item__bulletall__daodan,artresource/item/bulletall/daodan
炮弹,denglong_material,denglong_material,1,0,battle-assets/炮弹/artresource__item__bulletall__denglong__denglong_material,artresource/item/bulletall/denglong/denglong_material
炮弹,eagle_material,eagle_material,1,0,battle-assets/炮弹/artresource__item__bulletall__eagle__eagle_material,artresource/item/bulletall/eagle/eagle_material
炮弹,feichuan_material,feichuan_material,1,0,battle-assets/炮弹/artresource__item__bulletall__feichuan__feichuan_material,artresource/item/bulletall/feichuan/feichuan_material
飞机,feiji_baiying_material,feiji_baiying_material,1,0,battle-assets/飞机/artresource__item__bulletall__feiji_baiying__feiji_baiying_material,artresource/item/bulletall/feiji_baiying/feiji_baiying_material
飞机,feiji_doa_material,feiji_doa_material,1,0,battle-assets/飞机/artresource__item__bulletall__feiji_doa__feiji_doa_material,artresource/item/bulletall/feiji_doa/feiji_doa_material
飞机,feiji_fulici_material,feiji_fulici_material,1,0,battle-assets/飞机/artresource__item__bulletall__feiji_fulici__feiji_fulici_material,artresource/item/bulletall/feiji_fulici/feiji_fulici_material
飞机,feiji_jiuweihu_material,feiji_jiuweihu_material,1,0,battle-assets/飞机/artresource__item__bulletall__feiji_jiuweihu__feiji_jiuweihu_material,artresource/item/bulletall/feiji_jiuweihu/feiji_jiuweihu_material
飞机,feiji_juyanlong_material,feiji_juyanlong_material,1,0,battle-assets/飞机/artresource__item__bulletall__feiji_juyanlong__feiji_juyanlong_material,artresource/item/bulletall/feiji_juyanlong/feiji_juyanlong_material
飞机,feiji_juyanlong1_material,feiji_juyanlong1_material,1,0,battle-assets/飞机/artresource__item__bulletall__feiji_juyanlong1__feiji_juyanlong1_material,artresource/item/bulletall/feiji_juyanlong1/feiji_juyanlong1_material
飞机,feiji_juyanlong2_material,feiji_juyanlong2_material,1,0,battle-assets/飞机/artresource__item__bulletall__feiji_juyanlong2__feiji_juyanlong2_material,artresource/item/bulletall/feiji_juyanlong2/feiji_juyanlong2_material
炮弹,motanjiu_material,motanjiu_material,1,0,battle-assets/炮弹/artresource__item__bulletall__feiji_motan__motanjiu_material,artresource/item/bulletall/feiji_motan/motanjiu_material
飞机,皇家热气球(鱼雷),feiji_reqiqiu,0,0,battle-assets/飞机/artresource__item__bulletall__feiji_reqiqiu,artresource/item/bulletall/feiji_reqiqiu
飞机,feiji_saomiao_material,feiji_saomiao_material,1,0,battle-assets/飞机/artresource__item__bulletall__feiji_saomiao__feiji_saomiao_material,artresource/item/bulletall/feiji_saomiao/feiji_saomiao_material
飞机,feiji_tianchenghongzha_material,feiji_tianchenghongzha_material,1,0,battle-assets/飞机/artresource__item__bulletall__feiji_tianchenghongzha__feiji_tianchenghongzha_material,artresource/item/bulletall/feiji_tianchenghongzha/feiji_tianchenghongzha_material
鱼雷,feiji_tianchengyulei_material,feiji_tianchengyulei_material,1,0,battle-assets/鱼雷/artresource__item__bulletall__feiji_tianchengyulei__feiji_tianchengyulei_material,artresource/item/bulletall/feiji_tianchengyulei/feiji_tianchengyulei_material
飞机,feiji_tianchengzhandou_material,feiji_tianchengzhandou_material,1,0,battle-assets/飞机/artresource__item__bulletall__feiji_tianchengzhandou__feiji_tianchengzhandou_material,artresource/item/bulletall/feiji_tianchengzhandou/feiji_tianchengzhandou_material
炮弹,tianejiu_material,tianejiu_material,1,0,battle-assets/炮弹/artresource__item__bulletall__feiji_tiane__tianejiu_material,artresource/item/bulletall/feiji_tiane/tianejiu_material
飞机,feiji_xiangsutianlei_material,feiji_xiangsutianlei_material,1,0,battle-assets/飞机/artresource__item__bulletall__feiji_xiangsutianlei__feiji_xiangsutianlei_material,artresource/item/bulletall/feiji_xiangsutianlei/feiji_xiangsutianlei_material
飞机,feiji_xintiao_material,feiji_xintiao_material,1,0,battle-assets/飞机/artresource__item__bulletall__feiji_xintiao__feiji_xintiao_material,artresource/item/bulletall/feiji_xintiao/feiji_xintiao_material
飞机,feiji_zhicaidai_material,feiji_zhicaidai_material,1,0,battle-assets/飞机/artresource__item__bulletall__feiji_zhicaidai__feiji_zhicaidai_material,artresource/item/bulletall/feiji_zhicaidai/feiji_zhicaidai_material
飞机,feiji_zhuqingting_material,feiji_zhuqingting_material,1,0,battle-assets/飞机/artresource__item__bulletall__feiji_zhuqingting__feiji_zhuqingting_material,artresource/item/bulletall/feiji_zhuqingting/feiji_zhuqingting_material
炮弹,fenbizidan_material,fenbizidan_material,1,0,battle-assets/炮弹/artresource__item__bulletall__fenbizidan__fenbizidan_material,artresource/item/bulletall/fenbizidan/fenbizidan_material
鱼雷,fenglingyulei_material,fenglingyulei_material,1,0,battle-assets/鱼雷/artresource__item__bulletall__fenglingyulei__fenglingyulei_material,artresource/item/bulletall/fenglingyulei/fenglingyulei_material
炮弹,xxg_guihuozidan_material,xxg_guihuozidan_material,1,0,battle-assets/炮弹/artresource__item__bulletall__guihuozidan__xxg_guihuozidan_material,artresource/item/bulletall/guihuozidan/xxg_guihuozidan_material
鱼雷,gulite_chongnengyulei_material,gulite_chongnengyulei_material,1,0,battle-assets/鱼雷/artresource__item__bulletall__gulite_chongnengyulei__gulite_chongnengyulei_material,artresource/item/bulletall/gulite_chongnengyulei/gulite_chongnengyulei_material
炮弹,gulite_huoqiu_material,gulite_huoqiu_material,1,0,battle-assets/炮弹/artresource__item__bulletall__gulite_huoqiu__gulite_huoqiu_material,artresource/item/bulletall/gulite_huoqiu/gulite_huoqiu_material
炮弹,gulite_judayanlong_material,gulite_judayanlong_material,1,0,battle-assets/炮弹/artresource__item__bulletall__gulite_judayanlong__gulite_judayanlong_material,artresource/item/bulletall/gulite_judayanlong/gulite_judayanlong_material
炮弹,gulite_yuanhuanguangren_material,gulite_yuanhuanguangren_material,1,0,battle-assets/炮弹/artresource__item__bulletall__gulite_yuanhuanguangren__gulite_yuanhuanguangren_material,artresource/item/bulletall/gulite_yuanhuanguangren/gulite_yuanhuanguangren_material
炮弹,haibaohongzhaji_material,haibaohongzhaji_material,1,0,battle-assets/炮弹/artresource__item__bulletall__haibaohongzhaji__haibaohongzhaji_material,artresource/item/bulletall/haibaohongzhaji/haibaohongzhaji_material
炮弹,haibaopaodan_material,haibaopaodan_material,1,0,battle-assets/炮弹/artresource__item__bulletall__haibaopaodan__haibaopaodan_material,artresource/item/bulletall/haibaopaodan/haibaopaodan_material
鱼雷,haibaoyulei_material,haibaoyulei_material,1,0,battle-assets/鱼雷/artresource__item__bulletall__haibaoyulei__haibaoyulei_material,artresource/item/bulletall/haibaoyulei/haibaoyulei_material
鱼雷,haibaoyuleiji_material,haibaoyuleiji_material,1,0,battle-assets/鱼雷/artresource__item__bulletall__haibaoyuleiji__haibaoyuleiji_material,artresource/item/bulletall/haibaoyuleiji/haibaoyuleiji_material
炮弹,hangkongwutai_material,hangkongwutai_material,1,0,battle-assets/炮弹/artresource__item__bulletall__hangkongwutai__hangkongwutai_material,artresource/item/bulletall/hangkongwutai/hangkongwutai_material
鱼雷,hangtianyulei_material,hangtianyulei_material,1,0,battle-assets/鱼雷/artresource__item__bulletall__hangtianyulei__hangtianyulei_material,artresource/item/bulletall/hangtianyulei/hangtianyulei_material
炮弹,heibancapaodan_material,heibancapaodan_material,1,0,battle-assets/炮弹/artresource__item__bulletall__heibancapaodan__heibancapaodan_material,artresource/item/bulletall/heibancapaodan/heibancapaodan_material
炮弹,heifangzhou_gun,heifangzhou_gun,1,0,battle-assets/炮弹/artresource__item__bulletall__heifangzhou_gun,artresource/item/bulletall/heifangzhou_gun
炮弹,xxg_hongyuepaodan_material,xxg_hongyuepaodan_material,1,0,battle-assets/炮弹/artresource__item__bulletall__hongyuepaodan__xxg_hongyuepaodan_material,artresource/item/bulletall/hongyuepaodan/xxg_hongyuepaodan_material
炮弹,huabanzidan,huabanzidan,1,0,battle-assets/炮弹/artresource__item__bulletall__huabanzidan,artresource/item/bulletall/huabanzidan
炮弹,huabanzidan_material,huabanzidan_material,1,0,battle-assets/炮弹/artresource__item__bulletall__huabanzidan_atlas__huabanzidan_material,artresource/item/bulletall/huabanzidan_atlas/huabanzidan_material
飞机,huajingfeiji_1_atlas,huajingfeiji_1_atlas,0,0,battle-assets/飞机/artresource__item__bulletall__huajingfeiji__huajingfeiji_1_atlas,artresource/item/bulletall/huajingfeiji/huajingfeiji_1_atlas
飞机,huajingfeiji_1_material,huajingfeiji_1_material,1,0,battle-assets/飞机/artresource__item__bulletall__huajingfeiji__huajingfeiji_1_material,artresource/item/bulletall/huajingfeiji/huajingfeiji_1_material
鱼雷,huojianyulei_material,huojianyulei_material,1,0,battle-assets/鱼雷/artresource__item__bulletall__huojianyulei__huojianyulei_material,artresource/item/bulletall/huojianyulei/huojianyulei_material
